image,class,sha256,split,version
SPC-EAWAG-0P5X-1590332414590456-11077809924075-000049-039-1128-336-48-132.jpeg,aphanizomenon,269370c77c94642fcd7ee95edaa5a1b6ec853fce48020304534cf1658045f284,train,1
SPC-EAWAG-0P5X-1590332517598118-11077912932638-001079-026-1164-1178-40-116.jpeg,aphanizomenon,0a78f085964dc26c9a5dbd2b30104b0fe002c799a47daee4893074ec8b36f8e7,train,1
SPC-EAWAG-0P5X-1590332670580806-11078065945357-002609-026-1154-900-52-92.jpeg,aphanizomenon,1b6f2fdf81e0049edfb7009a9e39232e3c384adfb52ee61784a31c0a8dbff42e,train,1
SPC-EAWAG-0P5X-1590332673649646-11078068945606-002639-026-1208-852-48-92.jpeg,aphanizomenon,7225bb6eafe834726f1b708957fce17f616cf7a3cbccbcb95fcfb3af413b4cf9,train,1
SPC-EAWAG-0P5X-1590332761591536-11078156952922-003519-033-2672-170-92-44.jpeg,aphanizomenon,f154d60e8aac8184682e07d7decc1c3daaa2d7ad0a02e516aec9c3d311d86f8a,train,1
SPC-EAWAG-0P5X-1590332841649945-11078236959573-004319-023-2352-968-80-68.jpeg,aphanizomenon,28d4eba1e76cb66b315f81a5379bf81b5af5b5de58948736b56a782fadccd6db,train,1
SPC-EAWAG-0P5X-1590652998754104-11398389275970-001889-055-3152-28-72-76.jpeg,aphanizomenon,797ef971c4000df35501648c932130b2a63dfd39c5f753dadd1779ec5bf2e290,train,1
SPC-EAWAG-0P5X-1590653126758567-11398517286611-003169-041-2460-524-76-60.jpeg,aphanizomenon,73e5fa39bf8a29e1a1aa36ba729a8d0cacf49f633832094d7d221687e898e253,train,1
SPC-EAWAG-0P5X-1590653168753618-11398559290103-003589-033-1422-1088-44-80.jpeg,aphanizomenon,9139248e3001d48d5981d15ac45b9551daec18c6e52258d639b09b2d9c3786c7,train,1
SPC-EAWAG-0P5X-1590660578415432-11405968858795-005689-007-2846-2036-72-68.jpeg,aphanizomenon,30dee376d1c875de1382bb612bddecdc01e51b0f77e407c4e6d11f86c9f5da21,train,1
SPC-EAWAG-0P5X-1590660586456319-11405976859460-005769-020-3006-1694-76-68.jpeg,aphanizomenon,a3e705ea32416e97d0f1d52b10ac89365f156350222d887a7ca183a25f7d3fe3,train,1
SPC-EAWAG-0P5X-1590667216870706-11412607211048-000069-026-1254-474-44-148.jpeg,aphanizomenon,9cbbdfbda117c13800b7c852ae1f0d9c8561b0e6efc0f0f24d752e95b138a02f,train,1
SPC-EAWAG-0P5X-1590667409863084-11412800227093-001999-014-832-1636-68-144.jpeg,aphanizomenon,9419bfb9808428b39a9dbf84c7d88d921f7664822fbaf21412eaf8ecff15f664,train,1
SPC-EAWAG-0P5X-1590674517305624-11419907554154-001079-004-896-2004-28-100.jpeg,aphanizomenon,ee868eed2d6dd4f4cd3249ed042d7e94b91c8ca98d0410042d045b7e9b8889c5,train,1
SPC-EAWAG-0P5X-1590674669319446-11420059566790-002599-018-2750-1448-72-60.jpeg,aphanizomenon,e0f0164817960cb624353534267039612a2aca76fe212d09084461452c5677f9,train,1
SPC-EAWAG-0P5X-1590674744361007-11420134573025-003349-031-1212-378-80-68.jpeg,aphanizomenon,3ca4ffd5ccb59b9f565b21140bc56a41663d7cab1a3ae0cc7c8bbc94e57afcad,train,1
SPC-EAWAG-0P5X-1590674974367386-11420364592145-005649-007-2804-2066-68-68.jpeg,aphanizomenon,9ff2254b5cc5d0798801f13330500945bfe378a0051b45a78da1d57dc505c1bd,train,1
SPC-EAWAG-0P5X-1590768081345355-11513470173386-000719-003-2104-2250-72-56.jpeg,aphanizomenon,d7700b8a9e899bbdaaedaa9159129824649e01df07334c4a843969bb4dd3e283,train,1
SPC-EAWAG-0P5X-1591567270280227-12312647272001-000609-031-1800-558-80-96.jpeg,aphanizomenon,f4f415358885f4e2012fa99a2b28a69a8e04327918979cea6eb6dd1fa123d90b,train,1
SPC-EAWAG-0P5X-1591574983937511-12320360841697-005739-022-1964-914-92-116.jpeg,aphanizomenon,2635ecffc85098ee48c808125874d041afda794e89b216ff48c351e7b6e1190c,train,1
SPC-EAWAG-0P5X-1591578366079473-12323742929047-003569-026-2272-642-108-60.jpeg,aphanizomenon,e961734aecefe29e5b78d2786f8f6ef9bf9accd561de2ad17c87d1e6af26cd45,train,1
SPC-EAWAG-0P5X-1591585732568407-12331109284724-005229-024-3068-588-48-80.jpeg,aphanizomenon,bff597e2f8e9734086e6e6425bfabc81eb867b170691c9695050a267cead18a3,train,1
SPC-EAWAG-0P5X-1591589054755569-12334431431447-002449-001-1820-2208-124-76.jpeg,aphanizomenon,7af198481946b255bf0ba90e4e77e49502010aba40e463decb9ad1b7a0844fca,train,1
SPC-EAWAG-0P5X-1591596304286023-12341680814132-002949-018-2740-996-88-100.jpeg,aphanizomenon,3745aa5414dd4abe5537f6a32803bdd12139bbc20c45819f7eb3a28ae259b23a,train,1
SPC-EAWAG-0P5X-1591599748521163-12345125037155-001389-007-1360-1182-44-148.jpeg,aphanizomenon,f137c4fae845a9aac3e9dc968054ae1bfb02cd543775852975ed0d5f0a654491,train,1
SPC-EAWAG-0P5X-1591599749558238-12345126037238-001399-021-1148-752-44-140.jpeg,aphanizomenon,6521566982280c8faa2d140cdb737e37f842e557bfa0ab13e0a19a3d2d46746b,train,1
SPC-EAWAG-0P5X-1591599805543121-12345182041894-001959-025-2652-690-88-96.jpeg,aphanizomenon,8dbd2d02d341c30816b0ce88ac13771cabfd558880e3d7a754799f6387d6eeb3,train,1
SPC-EAWAG-0P5X-1591599908595932-12345285050456-002989-019-1778-1330-52-64.jpeg,aphanizomenon,f851fe7867b2262252d5c206cc239f7643c7c5b97cd9bdf51a8a6d9396fc30dd,train,1
SPC-EAWAG-0P5X-1591600048555404-12345425062095-004389-024-2036-672-72-56.jpeg,aphanizomenon,a1ed1922153147c69b86815bcbac83374350d1e9fd52f2e8f08abc438a9698d0,train,1
SPC-EAWAG-0P5X-1591600114537915-12345491067581-005049-029-1278-380-88-120.jpeg,aphanizomenon,1664a15fa2dc8d6cc72f4e8e9f0183aa90240f116af71f1b5402dfa2dd22852f,train,1
SPC-EAWAG-0P5X-1591603494878611-12348871315169-002849-039-2310-358-76-32.jpeg,aphanizomenon,2e719bb70cea1c6ac28e4014d5e3769142c7cb8d403788fc8fc9b4f91c9431c1,train,1
SPC-EAWAG-0P5X-1591603588867574-12348965322984-003789-019-1380-958-96-128.jpeg,aphanizomenon,955dea6d149fe786388493405749749856d61b7d37bf3f127165d431b80902e8,train,1
SPC-EAWAG-0P5X-1591603662859960-12349039329135-004529-024-876-840-60-96.jpeg,aphanizomenon,450bd81bbda21ab47ce3a566796f85dea899ad60bd9ce84a904a6403b9b0a32a,train,1
SPC-EAWAG-0P5X-1591606962031267-12352338450890-001529-022-1556-1196-44-104.jpeg,aphanizomenon,ffb1a451bdadd5ea9f857c5839040cd4d3b59b09f119f2da94fc7663f4272be6,train,1
SPC-EAWAG-0P5X-1591607278046292-12352654477160-004689-024-1856-458-80-72.jpeg,aphanizomenon,ca77ef08361b2e752a9458a7ca988711e96dbc27c24fead5fbba878f4ff7ae1d,train,1
SPC-EAWAG-0P5X-1591607388057453-12352764486305-005789-025-530-828-52-124.jpeg,aphanizomenon,fd0ede418c0d5927e4b0f7a94e39d97e8d3e07f537007182e14df4eae209b387,train,1
SPC-EAWAG-0P5X-1591610424226150-12355800594369-000149-020-2118-1092-60-76.jpeg,aphanizomenon,7544ebd92d3faaa7928fcfe8408a54db43896f91f33bd2d4ce6492c467a7a703,train,1
SPC-EAWAG-0P5X-1591610811312214-12356187626542-004019-013-2308-1430-84-56.jpeg,aphanizomenon,5f597a4fd0f6e86693ab35322ca6e90ba619f962a4832069e61fa4806c983df6,train,1
SPC-EAWAG-0P5X-1591610837289696-12356213628703-004279-022-3132-864-60-108.jpeg,aphanizomenon,14bdb4fb957cf02d1ef4a14955f2f3904d42bc1b42af01a24b1df1e6d59cd833,train,1
SPC-EAWAG-0P5X-1591610923308969-12356299635853-005139-029-2376-940-44-84.jpeg,aphanizomenon,1b51a6fff6f4e0eb2905854ad700d992776c84c7378c5b463d89252d3ba60ba7,train,1
SPC-EAWAG-0P5X-1591610925295361-12356301636019-005159-004-1860-1944-48-64.jpeg,aphanizomenon,c44e01f966870157bcf615e5aa4d24515a2cf3f08e4941aca2cb857281b984da,train,1
SPC-EAWAG-0P5X-1591614074486230-12359450763228-000649-002-2502-2216-56-56.jpeg,aphanizomenon,b2777703d4084cefeedbd18d90c097eb1d1e09455b3ba447df7dfbbd8e259483,train,1
SPC-EAWAG-0P5X-1591614111449209-12359487766304-001019-012-2248-1928-92-88.jpeg,aphanizomenon,89ffedaef806ddd12ed063099169026aac5f8baf91afacc6047396b35a10e82c,train,1
SPC-EAWAG-0P5X-1591614159449196-12359535770294-001499-021-448-900-76-112.jpeg,aphanizomenon,5bca6681f2ce83ab9efc7009131ef3cf0195117f824df778be4431c54f42a2b0,train,1
SPC-EAWAG-0P5X-1591614168454980-12359544771043-001589-034-1646-572-76-60.jpeg,aphanizomenon,29186d4893f35fdb9450b5bfd7310de94032a6f70e017bf657e8aa06fd24d1d8,train,1
SPC-EAWAG-0P5X-1591614416476009-12359792791659-004069-007-2018-1800-92-56.jpeg,aphanizomenon,53e7cb4967e7193dc083b93ec5ffdde92f9d64e748e83bf5cb143c638e7f47bb,train,1
SPC-EAWAG-0P5X-1591614454481319-12359830794819-004449-000-2292-2296-84-80.jpeg,aphanizomenon,fb7ca5bf83b207b8179fbf448c2b42bf1f7cd0795dbc272886ee0d6a6ba16d2f,train,1
SPC-EAWAG-0P5X-1591614475503789-12359851796564-004659-009-804-1592-60-108.jpeg,aphanizomenon,31863a5fc1fa4d62982969bd9d034761a4d6f29f565ebe066b6b85113c6953f7,train,1
SPC-EAWAG-0P5X-1591617657700687-12363033945479-000479-028-542-752-64-104.jpeg,aphanizomenon,408ea8db91a75104fd86a3f833d84fc3101a61af11a7388f23530e4c862b5aa0,train,1
SPC-EAWAG-0P5X-1591617667714447-12363043946311-000579-009-2744-1936-64-56.jpeg,aphanizomenon,7e3c70db5a5d66ace00da3f7534f9ca5fd7a73679e3a773291af62c256da57ea,train,1
SPC-EAWAG-0P5X-1591617696699480-12363072948722-000869-038-2638-250-84-64.jpeg,aphanizomenon,822463ab4f1882fb72781a1b4d0d60e6fa012a65c3accf67a798668610ccc891,train,1
SPC-EAWAG-0P5X-1591617726764175-12363102951216-001169-023-2440-532-208-56.jpeg,aphanizomenon,de9f1fb807fad7f01859fe5cf7a79b8906205e51546e509b75bf22037464e466,train,1
SPC-EAWAG-0P5X-1591617833747925-12363209960111-002239-027-2050-518-92-48.jpeg,aphanizomenon,7c1f42f49d9e9e8d48fed93bb76a1b3582148de736d0e3ff38dd709617548f73,train,1
SPC-EAWAG-0P5X-1591617929752887-12363305968092-003199-032-1728-494-48-56.jpeg,aphanizomenon,19d7485c6af2876274c896eb19ea78d719ada3946008da8d659765518d4c1134,train,1
SPC-EAWAG-0P5X-1591617955746201-12363331970253-003459-029-1166-638-48-88.jpeg,aphanizomenon,d81a2aba45eac1d2d0cb0027a8ed2a99be6cbd85b58792af4a140638c3ba2ada,train,1
SPC-EAWAG-0P5X-1591617999756993-12363375973911-003899-012-1074-1406-84-152.jpeg,aphanizomenon,0e34f7dc0823e6b21a760017e9452bc77d34c33af368b53e7d01be23ced2f40c,train,1
SPC-EAWAG-0P5X-1591618103798872-12363479982557-004939-019-1238-634-80-104.jpeg,aphanizomenon,f2e63ff1f8087cbfc55d4b57fbab55322183041208abb9fdbd1e000d2bf14992,train,1
SPC-EAWAG-0P5X-1591621230926953-12366607087998-000209-030-1220-88-80-76.jpeg,aphanizomenon,05ba88387a449e132f65382595ea65255242364d1b84c2204a18d0b69a8d3e6a,train,1
SPC-EAWAG-0P5X-1591621774935521-12367151133223-005649-018-2336-1486-64-68.jpeg,aphanizomenon,a932a5d7fde02b60a9212006dcd6ff82823afc56592bb557e43b58367deccd91,train,1
SPC-EAWAG-0P5X-1591624852184351-12370228341440-000429-022-966-544-64-68.jpeg,aphanizomenon,170afca75b1940944f24d5e90bae335c0dd0ac68e5b6dd9990618403a05ef6ee,train,1
SPC-EAWAG-0P5X-1591624862203298-12370238342272-000529-033-2606-696-64-112.jpeg,aphanizomenon,ff4b67f773eedb8cf8030af57e05259c9652ab399d0f745d9d1cf9967b794dd6,train,1
SPC-EAWAG-0P5X-1591624885207482-12370261344184-000759-003-2598-2012-48-80.jpeg,aphanizomenon,04fe2b2b5d7534279f556c4db00c8254c54507a4530428151d6ec6fba3e718d8,train,1
SPC-EAWAG-0P5X-1591624918209720-12370294346927-001089-018-3174-838-84-128.jpeg,aphanizomenon,b7c1085d218374351b9874bd213a312758e8e8edb5f99e6bf7f34d1f6216218a,train,1
SPC-EAWAG-0P5X-1591624944205280-12370320349088-001349-027-2096-818-64-76.jpeg,aphanizomenon,45b26f64249941cbb12f699691982594db56a2ffc502ee90c06f123229b90e24,train,1
SPC-EAWAG-0P5X-1591624995211559-12370371353328-001859-006-936-1610-40-88.jpeg,aphanizomenon,2466eff23307d8e1485feff1a4de7ff0d1c0b034c4959b707b03742cea2101c1,train,1
SPC-EAWAG-0P5X-1591625017237646-12370393355157-002079-026-1484-762-84-64.jpeg,aphanizomenon,1f2cb54200f49f274749937593399e19c49f09681e647c8589b066d2172cd7bf,train,1
SPC-EAWAG-0P5X-1591625056239794-12370432358399-002469-018-3174-880-60-72.jpeg,aphanizomenon,589eddd59a746bd693706bbc7706792bbdb518418c04de0edce580d5dd16c51b,train,1
SPC-EAWAG-0P5X-1591625308256991-12370684379349-004989-017-2232-1560-72-88.jpeg,aphanizomenon,670ffd9d3019736c85b8350ceec4693b816cf116185d2e3d8cd093769f7f74ce,train,1
SPC-EAWAG-0P5X-1591625356221066-12370732383339-005469-022-2210-766-68-68.jpeg,aphanizomenon,30869a776f36900be867d564e89a6b72a6b4a0de1fb83f046b6dce2ba7d47691,train,1
SPC-EAWAG-0P5X-1591625403251781-12370779387246-005939-025-1302-694-84-76.jpeg,aphanizomenon,b6e553c2cb3d7bc1c2a8bc9086576803428050a68a78f376c3f2b06b5fdb6fa2,train,1
SPC-EAWAG-0P5X-1591628481436390-12373857495684-000719-013-910-1888-40-88.jpeg,aphanizomenon,faabdadbc22af0db1110d7686885d0a96b791d6d19a70c967ac356b564162e49,train,1
SPC-EAWAG-0P5X-1591628542399292-12373918500755-001329-008-1904-1578-56-64.jpeg,aphanizomenon,6409181de85579c17c838c1deb60080afc80a52b8a9d8168020682c46b98d192,train,1
SPC-EAWAG-0P5X-1591628585422134-12373961504330-001759-032-1008-462-56-88.jpeg,aphanizomenon,e865037b097073894fab7154b61871bf2d2cad35e5c0de959fabbb3f22610d11,train,1
SPC-EAWAG-0P5X-1591628678430340-12374054512061-002689-034-3234-628-56-68.jpeg,aphanizomenon,8f20e5bd76b429580226f403741ee5c13b0115eedf066d79424f0a8132df5e6e,train,1
SPC-EAWAG-0P5X-1591628735453199-12374111516800-003259-002-1478-2142-148-100.jpeg,aphanizomenon,bc7e168abedb0ae32e16d8022d6f642e7b45aebeee9838491bd3fc25acec19c4,train,1
SPC-EAWAG-0P5X-1591628781412403-12374157520624-003719-003-1594-2336-140-40.jpeg,aphanizomenon,5fe9b7b73c012ba233d73991bf09da7e296ce9868632e485c6973356926eae72,train,1
SPC-EAWAG-0P5X-1591628847432933-12374223526111-004379-037-2740-326-60-60.jpeg,aphanizomenon,551ae3abce219a092c7e773f8a1d6621fd2a38744bee893eae8ff66058935fe6,train,1
SPC-EAWAG-0P5X-1591628874465359-12374250528355-004649-021-2482-616-104-88.jpeg,aphanizomenon,dc58518559fff5b9b4426e241c7b0c4d730dcf07fc9213ecb52e5f473f9d0efa,train,1
SPC-EAWAG-0P5X-1591628909488596-12374285531265-004999-022-1030-900-32-84.jpeg,aphanizomenon,5adb901fa5b90a1d223fec996b09e5424f9e1949fc8454a5cf22cf6227afe9f7,train,1
SPC-EAWAG-0P5X-1591628988469714-12374364537833-005789-005-734-1934-60-96.jpeg,aphanizomenon,28f79fbc5b3abfc0c0de07634fe7337c4dc3127722cdbbe4c1009b36240932ac,train,1
SPC-EAWAG-0P5X-1591629000449531-12374376538830-005909-036-2650-520-64-64.jpeg,aphanizomenon,22b63f55c63ed3ac48fcdc39adc4a6bc45869099a420ec9111264477aac954ec,train,1
SPC-EAWAG-0P5X-1591632162632394-12377538679228-001529-001-2066-2082-48-44.jpeg,aphanizomenon,891a09c7e5f25d8cbe2178fb5c2102c3c737b882b0b49dd7fa64483efdefc843,train,1
SPC-EAWAG-0P5X-1591632205638971-12377581682802-001959-029-2276-214-160-60.jpeg,aphanizomenon,94bf85c8b734e8a557d315d821182260e864aee0490fd840f4fc29081df1bd95,train,1
SPC-EAWAG-0P5X-1591632218647333-12377594683883-002089-022-832-962-56-120.jpeg,aphanizomenon,ea69cf5903d80c20f5a352063a5b393522abbb18a4f335cbd935e9896a84f554,train,1
SPC-EAWAG-0P5X-1591632376676997-12377752697018-003669-023-2554-160-84-92.jpeg,aphanizomenon,7dae048427ace11e3b38441f55d70c53d98e64a09b4b27112f0022b7e4d17eec,train,1
SPC-EAWAG-0P5X-1591632389661087-12377765698099-003799-003-2696-2002-76-64.jpeg,aphanizomenon,be88b6144d2eedf6d32e3629487cbeb46b0452c53207538d3ca65c8ec7eb60a2,train,1
SPC-EAWAG-0P5X-1591632422669238-12377798700842-004129-026-2480-450-168-48.jpeg,aphanizomenon,dec190c413caa82bb0228cab58b7cd7d04cb6ddffad019416408e5dfc6872c76,train,1
SPC-EAWAG-0P5X-1591632429660895-12377805701424-004199-001-2472-2528-92-64.jpeg,aphanizomenon,857197bbebb62a09b8ec3c62631cb637e54de6c55b3c6d41535528c8e4e76e58,train,1
SPC-EAWAG-0P5X-1591632455644471-12377831703585-004459-032-2376-918-56-64.jpeg,aphanizomenon,6299f27ea95117937632c58bb3a1f87ef50764202d557a4f83577fd53e7f037c,train,1
SPC-EAWAG-0P5X-1591632519650706-12377895708906-005099-027-2902-350-60-96.jpeg,aphanizomenon,63639607b3f4a7d5cd018c8eaed9719d4bedf4d7a1cf4377b4341c939f19cfef,train,1
SPC-EAWAG-0P5X-1591635689930533-12381065907969-000799-006-2840-2294-116-68.jpeg,aphanizomenon,70de0acfe10a8de15aca251784b43016da65fcca4731c822df347a97b57f2a45,train,1
SPC-EAWAG-0P5X-1591635690911218-12381066908052-000809-023-2258-82-84-60.jpeg,aphanizomenon,64c9c971a6b7336f2bcb9438bd289e8e9003ae818db532c04cc976f96bdd32ed,train,1
SPC-EAWAG-0P5X-1591635740922580-12381116912209-001309-020-2252-896-76-172.jpeg,aphanizomenon,48b2b24ce6ad331226b8718d1fde0af4096350a2cc902f19b2f59898985350dc,train,1
SPC-EAWAG-0P5X-1591635810929212-12381186918028-002009-023-2288-772-84-120.jpeg,aphanizomenon,3dd33ecdc37038e295b4234933db5459f06695ed5cab9a46bdfa9d03fa547427,train,1
SPC-EAWAG-0P5X-1591635895917880-12381271925094-002859-027-1696-700-92-68.jpeg,aphanizomenon,20c4809a9d0f62593aa6592cbcc03ea96da2c3d7466c181f9343ea74ef7d00c6,train,1
SPC-EAWAG-0P5X-1591635949978892-12381325929583-003399-019-1510-804-60-136.jpeg,aphanizomenon,7571e3bcf85028bbc240fe84680764088323f51be95928e7cff24da8b37ef002,train,1
SPC-EAWAG-0P5X-1591635971949755-12381347931412-003619-018-1880-1070-124-100.jpeg,aphanizomenon,383ad8fd2629147c266d71cc249d5a60388a445ea0945f8113dc1d43707416dc,train,1
SPC-EAWAG-0P5X-1591636027954131-12381403936068-004179-028-1622-748-36-68.jpeg,aphanizomenon,17359dc656af2d980668fe3dfd2b02e2bae3e71cd2addbf3e52d5833e8cd0d37,train,1
SPC-EAWAG-0P5X-1591636105963773-12381481942552-004959-009-1510-2164-112-24.jpeg,aphanizomenon,0582f3b5bc5e4a68b4d0d5dbfaf2c3319e0d06f5cd7e792a6087e99e61fbb857,train,1
SPC-EAWAG-0P5X-1591636112977145-12381488943134-005029-033-1972-410-96-36.jpeg,aphanizomenon,f478dfec8aa47c201bd7cd76ba4e7684467820c602c23b7449042915378f8e4e,train,1
SPC-EAWAG-0P5X-1591636125984174-12381501944215-005159-018-2078-1418-68-132.jpeg,aphanizomenon,5abae334bfb18023a0cffb5c67dc393acd0cfd9b786e74f606a9dcbd577960db,train,1
SPC-EAWAG-0P5X-1591636202978998-12381578950616-005929-026-2358-362-112-40.jpeg,aphanizomenon,b49c335e8e7481068e38db08ba6c54933a87fcfcb67f664f5424aa79931d9cf4,train,1
SPC-EAWAG-0P5X-1591639218232238-12384594144645-000089-009-1338-1700-60-160.jpeg,aphanizomenon,4c6c2b211e38ea41f5e6b2e34f0108b1c1ed1b2b9dd0fb8160fc128aee4fc65b,train,1
SPC-EAWAG-0P5X-1591639220211033-12384596144811-000109-017-2364-634-52-88.jpeg,aphanizomenon,5226b5a9740d6cd45e8c7fbda2681e3f5fb5b6b89b1965fb500cf2f46e9c2c3d,train,1
SPC-EAWAG-0P5X-1591639261189732-12384637148220-000519-005-2676-1928-100-68.jpeg,aphanizomenon,a3e75e2db29ac86c2545415cae8a1e4abeff25f0a9f6bc7f9403ce767ae55ae5,train,1
SPC-EAWAG-0P5X-1591639274212913-12384650149300-000649-030-1754-1066-64-60.jpeg,aphanizomenon,7ae90a2508fc61461fd17cec637848f86fcb2cd333bece2aec6ec15fd47d0e6d,train,1
SPC-EAWAG-0P5X-1591639325262632-12384701153540-001159-019-2596-1158-64-88.jpeg,aphanizomenon,20c77f2ea5e4825b5aee31cc1a1a884253847c67fcbe92b3efdab9467bd6734f,train,1
SPC-EAWAG-0P5X-1591639326262652-12384702153623-001169-024-2214-642-52-92.jpeg,aphanizomenon,aee00e02e755a8a16fd31c2145f678c69bc8a491573de04d404691a086318c0d,train,1
SPC-EAWAG-0P5X-1591639460267598-12384836164763-002509-037-1526-634-52-108.jpeg,aphanizomenon,6a6221b18b53a41e74352bc30db76bc6b85fdbdaf7fc2d1d610bb090661ca2e3,train,1
SPC-EAWAG-0P5X-1591639472237180-12384848165761-002629-004-2526-2240-108-100.jpeg,aphanizomenon,6b3e31e567bb98cee472ca233d93012c4f5e36fd1f81d8a4490963cbf3694a92,train,1
SPC-EAWAG-0P5X-1591639657268595-12385033181140-004479-011-1664-1186-52-64.jpeg,aphanizomenon,6142fd632afb965e1ab6110e648ca96c8e3af806dce1bb8a2d98dbf15cf6c692,train,1
SPC-EAWAG-0P5X-1591639680238154-12385056183052-004709-009-2204-1810-72-56.jpeg,aphanizomenon,d0009d1a7a3b666e983bc2fa41726f7cb5d62d5421bc9c26b62fdb63702bb1f3,train,1
SPC-EAWAG-0P5X-1591639760284813-12385136189703-005509-027-2218-506-104-68.jpeg,aphanizomenon,475c4156975bd51aff17ded115f074f0464737e1f4dc52da7a3e3d8205485358,train,1
SPC-EAWAG-0P5X-1591639779275041-12385155191282-005699-012-2162-1644-36-68.jpeg,aphanizomenon,39119746f5aed97b03b53be2d155e927f6c3fbda69ca1adfb5ded86cc1b58535,train,1
SPC-EAWAG-0P5X-1591642811387939-12388187269807-000019-006-1538-1690-64-64.jpeg,aphanizomenon,7b284a3c9d1f93fb5baf87cfe91c17038c33903ec99003adb1c75e6875aa1ed5,train,1
SPC-EAWAG-0P5X-1591642820405164-12388196270555-000109-024-3510-590-48-92.jpeg,aphanizomenon,46453e62ebdbb9a06417d69a97a9391710919992fb47a0ef0155fad71c757bf3,train,1
SPC-EAWAG-0P5X-1591643173412019-12388549299901-003639-014-2866-1456-48-84.jpeg,aphanizomenon,8d368e028fcb32b82a7b6571c40fcbb11322a722d831bdd56aef653e414d7f41,train,1
SPC-EAWAG-0P5X-1591643193416183-12388569301563-003839-005-3052-2200-68-68.jpeg,aphanizomenon,0160681accb259647475273e9577024181a2eb3f2801de01e1054d8c5f7860db,train,1
SPC-EAWAG-0P5X-1591643286426245-12388662309295-004769-026-3180-474-76-100.jpeg,aphanizomenon,25811d896d4b9e650163d90a5a106f5c3613eca845b12520343bf5ebf048205d,train,1
SPC-EAWAG-0P5X-1591646420572263-12391796423262-000109-018-1396-1248-32-132.jpeg,aphanizomenon,beb21d16998c79d2dd60062c19df09a57123660c73b9d41bbe17426bea78d7dd,train,1
SPC-EAWAG-0P5X-1591646500615280-12391876429913-000909-002-1950-2026-124-56.jpeg,aphanizomenon,3c38d7e122d6dd72da796f6e63426c8433af570a99a8cadf26ed87c5804036f8,train,1
SPC-EAWAG-0P5X-1591646629620321-12392005440637-002199-034-1856-480-68-68.jpeg,aphanizomenon,6ec2adbac9758fddae0ba485261cee66ce787804961538e72f4ecbb617a5551d,train,1
SPC-EAWAG-0P5X-1591646712635803-12392088447537-003029-012-1376-1162-36-64.jpeg,aphanizomenon,56960663816a75c394ab35d4c978610db41a535e6cbf4f10c51ebd49c13226a5,train,1
SPC-EAWAG-0P5X-1591646817637175-12392193456266-004079-011-2704-1944-72-108.jpeg,aphanizomenon,b50d558c5d3cfd322c5fb48e1c827b127d3c118bc1b04d161beeb55a49f8c04d,train,1
